,Industry,Company,Investment Type,Spread Above Index,Interest Rate,Maturity Date,Principal Shares,Amortized Cost,Percentage of Net Assets,Fair Value,10
1290,Trading Companies and Distributors,Marcone Yellowstone Buyer Inc.+One stop,One stop,SF +6.5(l),11.23,06/2028,4144,4023,0.2,4020,
1291,Trading Companies and Distributors,Marcone Yellowstone Buyer Inc.+(5),One stop,SF +6.5,N/A(6),06/2028,0,(  42  ),0.0,(  43  ),
1292,Water Utilities,Water Utilities,One stop,,,,,,,,
1293,Water Utilities,"S.J. Electro Systems, LLC+Senior loan",One stop,L +4.5(b),9.23,06/2027,16965,16839,0.6,16117,
1294,Water Utilities,"S.J. Electro Systems, LLC+(5)",Senior loan,L +4.5,N/A(6),06/2027,0,(  2  ),0.0,0,
1295,Water Utilities,"S.J. Electro Systems, LLC+Senior loan",Senior loan,L +4.5(b),9.23,06/2027,151,150,0.0,141,
1296,Water Utilities,"S.J. Electro Systems, LLC+Senior loan",Senior loan,L +4.5(b),9.23,06/2027,80,79,0.0,76,
1297,Water Utilities,"Vessco Midco Holdings, LLC+Senior loan",Senior loan,L +4.5(b)(c),9.44,11/2026,647,619,0.0,595,
1298,Water Utilities,"Vessco Midco Holdings, LLC+Senior loan",Senior loan,L +4.5(a),8.88,11/2026,208,206,0.0,204,
1299,Water Utilities,"Vessco Midco Holdings, LLC+Senior loan",Senior loan,P +3.5(d),11.00,10/2026,6,6,0.0,6,
1300,Equity Investments  (19)(20),Equity Investments  (19)(20),Senior loan,,,,,,,,
1301,Aerospace and Defense,Aerospace and Defense,Senior loan,,,,,,,,
1302,Aerospace and Defense,"Tronair Parent, Inc.+LLC units",Senior loan,No Value,No Value,No Value,0,40.0,0.0,19.0,
1303,Aerospace and Defense,Whitcraft LLC+Common Stock,Senior loan,No Value,No Value,No Value,11,2285,0.1,2825,
1304,Auto Components,Auto Components,Senior loan,,,,,,,,
1305,Auto Components,Polk Acquisition Corp.+LP Interest,Senior loan,No Value,No Value,No Value,5,314,0.0,14,
1306,Automobiles,Automobiles,Senior loan,,,,,,,,
1307,Automobiles,"CG Group Holdings, LLC+LP units",Senior loan,No Value,No Value,No Value,1,730,0.0,403,
1308,Automobiles,"Go Car Wash Parent, Corp.+(21)",Preferred Stock,No Value,13.00Non-Cash,No Value,0,136,0.0,140,
1309,Automobiles,"Go Car Wash Parent, Corp.+Common Stock",Preferred Stock,No Value,No Value,No Value,0,29,0.0,36,
1310,Automobiles,"MOP GM Holding, LLC+LP units",Preferred Stock,No Value,No Value,No Value,0,330,0.0,433,
1311,Automobiles,"National Express Wash Parent Holdco, LLC+LP units",Preferred Stock,No Value,No Value,No Value,1,61,0.0,65,
1312,Automobiles,"POY Holdings, LLC+LLC units",Preferred Stock,No Value,No Value,No Value,141,141,0.0,286,
1313,Automobiles,"Quick Quack Car Wash Holdings, LLC",LLC interest,No Value,No Value,No Value,0,509,0.1,1026,
1314,Biotechnology,Biotechnology,LLC interest,,,,,,,,
1315,Biotechnology,"Cobepa BlueSky Aggregator, SCSp+LP Interest",LLC interest,No Value,No Value,No Value,177,1769,0.0,1220,
1316,Building Products,Building Products,LLC interest,,,,,,,,
1317,Building Products,"BECO Holding Company, Inc.+(21)",Preferred Stock,No Value,11.75Non-Cash,No Value,10,983,0.1,1082,
1318,Building Products,"BECO Holding Company, Inc.+LP Interest",Preferred Stock,No Value,No Value,No Value,2,196,0.0,195,
1319,Chemicals,Chemicals,Preferred Stock,,,,,,,,
1320,Chemicals,Inhance Technologies Holdings LLC+Preferred Stock,Preferred Stock,No Value,No Value,No Value,2,1960,0.1,2190,
1321,Chemicals,Inhance Technologies Holdings LLC+LLC units,Preferred Stock,No Value,No Value,No Value,0,124,0.0,77,
1322,Commercial Services & Supplies,Commercial Services & Supplies,Preferred Stock,,,,,,,,
1323,Commercial Services & Supplies,"CI (Quercus) Intermediate Holdings, LLC+LP Interest",Preferred Stock,No Value,No Value,No Value,540,540,0.0,640,
1324,Commercial Services & Supplies,"EGD Security Systems, LLC +Common Stock",Preferred Stock,No Value,No Value,No Value,855,855,0.1,1453,
1325,Commercial Services & Supplies,Hydraulic Authority III Limited+(8)(9)(10),Preferred Stock,No Value,No Value,No Value,284,385,0.0,527,
1326,Commercial Services & Supplies,Hydraulic Authority III Limited+(8)(9)(10),Common Stock,No Value,No Value,No Value,6,44,0.1,673,
1327,Commercial Services & Supplies,"North Haven Stack Buyer, LLC",LLC units,No Value,No Value,No Value,359,359,0.0,434,
1328,Commercial Services & Supplies,"PT Intermediate Holdings III, LLC+LLC units",LLC units,No Value,No Value,No Value,8,767,0.0,860,
1329,Commercial Services & Supplies,"Radwell Parent, LLC+(21)",LP units,No Value,No Value,No Value,2,233,0.0,257,
1330,Containers and Packaging,Containers and Packaging,LP units,,,,,,,,
1331,Containers and Packaging,Chase Intermediate+LP units,LP units,No Value,No Value,No Value,49,49,0.0,66.0,
1332,Diversified Consumer Services,Diversified Consumer Services,LP units,,,,,,,,
1333,Diversified Consumer Services,"CHHJ Midco, LLC+(21)",LLC units,No Value,No Value,No Value,19,193,0.0,266,
1334,Diversified Consumer Services,"DP Flores Holdings, LLC+LLC units",LLC units,No Value,No Value,No Value,70,70,0.0,70,
1335,Diversified Consumer Services,"EMS LINQ, LLC+LP Interest",LLC units,No Value,No Value,No Value,525,525,0.0,476,
1336,Diversified Consumer Services,EWC Growth Partners LLC+LLC interest,LLC units,No Value,No Value,No Value,0,12,0.0,5,
1337,Diversified Consumer Services,"HS Spa Holdings, Inc.+Common Stock",LLC units,No Value,No Value,No Value,479,479.0,0.0,483.0,
1338,Diversified Consumer Services,"Liminex, Inc.+Common Stock",LLC units,No Value,No Value,No Value,12,434,0.1,908,
1339,Diversified Consumer Services,"NSG Buyer, Inc. +LP units",LLC units,No Value,No Value,No Value,2,1860,0.1,1860,
1340,Diversified Consumer Services,"PADI Holdco, Inc.+LLC interest",LLC units,No Value,No Value,No Value,1,987,0.0,434,
1341,"Electronic Equipment, Instruments & Components","Electronic Equipment, Instruments & Components",LLC units,,,,,,,,
1342,"Electronic Equipment, Instruments & Components","Inventus Power, Inc.+Preferred Stock",LLC units,No Value,No Value,No Value,0,372,0.0,77,
1343,"Electronic Equipment, Instruments & Components","Inventus Power, Inc.+LLC units",LLC units,No Value,No Value,No Value,0,88,0.0,276,
1344,"Electronic Equipment, Instruments & Components","Inventus Power, Inc.+LP Interest",LLC units,No Value,No Value,No Value,0,20,0.0,61,
1345,"Electronic Equipment, Instruments & Components","Inventus Power, Inc.+Common Stock",LLC units,No Value,No Value,No Value,0,0,0.0,0,
1346,Food & Staples Retailing,Food & Staples Retailing,LLC units,,,,,,,,
1347,Food & Staples Retailing,"Benihana, Inc.+LLC units",LLC units,No Value,No Value,No Value,43,699.0,0.0,728.0,
1348,Food & Staples Retailing,"Cafe Rio Holding, Inc.+Common Stock",LLC units,No Value,No Value,No Value,5,603,0.1,795,
1349,Food & Staples Retailing,"Feeders Supply Company, LLC+Preferred Stock",LLC units,No Value,No Value,No Value,4,400,0.0,609,
1350,Food & Staples Retailing,"Feeders Supply Company, LLC+Common Stock",LLC units,No Value,No Value,No Value,0,0,0.0,212,
1351,Food & Staples Retailing,"Hopdoddy Holdings, LLC+LLC units",LLC units,No Value,No Value,No Value,44,217,0.0,211,
1352,Food & Staples Retailing,"Hopdoddy Holdings, LLC+LLC units",LLC units,No Value,No Value,No Value,20,61,0.0,60,
1353,Food & Staples Retailing,"Mendocino Farms, LLC+Common Stock",LLC units,No Value,No Value,No Value,168,770,0.1,1753,
1354,Food & Staples Retailing,"Ruby Slipper Cafe LLC, The+LLC interest",LLC units,No Value,No Value,No Value,32,389,0.0,151,
1355,Food & Staples Retailing,"Ruby Slipper Cafe LLC, The+LLC interest",LLC units,No Value,No Value,No Value,2,20,0.0,30,
1356,Food & Staples Retailing,Wood Fired Holding Corp.+LLC units,LLC units,No Value,No Value,No Value,437,444,0.0,604,
1357,Food & Staples Retailing,Wood Fired Holding Corp.+Common Stock,LLC units,No Value,No Value,No Value,437,0,0.1,1839,
1358,Food Products,Food Products,LLC units,,,,,,,,
1359,Food Products,"Borrower R365 Holdings, LLC+Preferred Stock",LLC units,No Value,No Value,No Value,77,102,0.0,115,
1360,Food Products,"Borrower R365 Holdings, LLC+LLC units",LLC units,No Value,No Value,No Value,3,5,0.0,5,
1361,Food Products,"Borrower R365 Holdings, LLC+Common Stock",LLC units,No Value,No Value,No Value,1,2,0.0,2,
1362,Food Products,"Borrower R365 Holdings, LLC+Preferred Stock",LLC units,No Value,No Value,No Value,1,2,0.0,2,
1363,Food Products,"C. J. Foods, Inc.+Preferred Stock",LLC units,No Value,No Value,No Value,0,75,0.0,484,
1364,Food Products,"Kodiak Cakes, LLC+Common Stock",LLC units,No Value,No Value,No Value,0,281,0.0,152,
1365,Food Products,"Kodiak Cakes, LLC+LLC units",LLC units,No Value,No Value,No Value,191,191,0.0,103,
1366,Food Products,"Louisiana Fish Fry Products, Ltd.+Common Stock",LLC units,No Value,No Value,No Value,0,483,0.0,269,
1367,Food Products,"Louisiana Fish Fry Products, Ltd.+Preferred Stock",LLC units,No Value,No Value,No Value,0,13,0.0,13,
1368,Food Products,"P&P Food Safety Holdings, Inc.+Common Stock",LLC units,No Value,No Value,No Value,4,356,0.0,209,
1369,Food Products,"Purfoods, LLC+LLC interest",LLC units,No Value,No Value,No Value,0,945,0.2,4324,
1370,Health Care Equipment & Supplies,Health Care Equipment & Supplies,LLC units,,,,,,,,
1371,Health Care Equipment & Supplies,"Aspen Medical Products, LLC+LP Interest",LLC units,No Value,No Value,No Value,0,77,0.0,95,
1372,Health Care Equipment & Supplies,"Blue River Pet Care, LLC+Common Stock",LLC units,No Value,No Value,No Value,0,76,0.0,190,
1373,Health Care Equipment & Supplies,"CCSL Holdings, LLC+LP Interest",LLC units,No Value,No Value,No Value,0,336,0.0,269,
1374,Health Care Equipment & Supplies,CMI Parent Inc.+Common Stock,LLC units,No Value,No Value,No Value,0,132,0.0,175,
1375,Health Care Equipment & Supplies,CMI Parent Inc.+Common Stock,LLC units,No Value,No Value,No Value,3,3,0.0,265,
1376,Health Care Equipment & Supplies,"G & H Wire Company, Inc.+LLC interest",LLC units,No Value,No Value,No Value,335,269,0.0,79,
1377,Health Care Equipment & Supplies,"Joerns Healthcare, LLC*+Common Stock",LLC units,No Value,No Value,No Value,432,4329,0.0,0,
1378,Health Care Providers & Services,Health Care Providers & Services,LLC units,,,,,,,,
1379,Health Care Providers & Services,"Active Day, Inc.+LLC interest",LLC units,No Value,No Value,No Value,2,1099.0,0.0,210.0,
1380,Health Care Providers & Services,"Acuity Eyecare Holdings, LLC+(21)",LLC interest,No Value,No Value,No Value,1632,2235,0.2,4124,
1381,Health Care Providers & Services,"Acuity Eyecare Holdings, LLC+LLC units",LLC interest,No Value,No Value,No Value,889,1023,0.1,2426,
1382,Health Care Providers & Services,"ADCS Clinics Intermediate Holdings, LLC+Preferred Stock",LLC interest,No Value,No Value,No Value,2,1119,0.1,1424,
1383,Health Care Providers & Services,"ADCS Clinics Intermediate Holdings, LLC+Common Stock",LLC interest,No Value,No Value,No Value,0,6,0.0,0,
1384,Health Care Providers & Services,AVG Intermediate Holdings & AVG Subsidiary Holdings LLC+LLC units,LLC interest,No Value,No Value,No Value,129,132,0.0,172,
1385,Health Care Providers & Services,"CRH Healthcare Purchaser, Inc.+LP Interest",LLC interest,No Value,No Value,No Value,429,327,0.1,1039,
1386,Health Care Providers & Services,"DCA Investment Holding, LLC",Preferred Stock,No Value,No Value,No Value,1142,533,0.1,1142,
1387,Health Care Providers & Services,"DCA Investment Holding, LLC",Common Stock,No Value,No Value,No Value,12,5,0.0,12,
1388,Health Care Providers & Services,"Emerge Intermediate, Inc.+LLC units",Common Stock,No Value,No Value,No Value,0,648,0.0,627,
1389,Health Care Providers & Services,"Emerge Intermediate, Inc.+LLC units",Common Stock,No Value,No Value,No Value,0,61,0.0,66,
1390,Health Care Providers & Services,"Emerge Intermediate, Inc.+LLC units",Common Stock,No Value,No Value,No Value,9,4,0.0,0,
1391,Health Care Providers & Services,"Encore GC Acquisition, LLC+LLC interest",Common Stock,No Value,No Value,No Value,26,272,0.0,0,
1392,Health Care Providers & Services,"Encore GC Acquisition, LLC+LLC units",Common Stock,No Value,No Value,No Value,26,52,0.0,0,
1393,Health Care Providers & Services,Encorevet Group LLC+Common Stock,Common Stock,No Value,No Value,No Value,0,15,0.0,19,
1394,Health Care Providers & Services,Encorevet Group LLC+LLC units,Common Stock,No Value,No Value,No Value,0,11,0.0,12,
1395,Health Care Providers & Services,Eyecare Services Partners Holdings LLC+LLC units,Common Stock,No Value,No Value,No Value,0,262,0.0,0,
1396,Health Care Providers & Services,Eyecare Services Partners Holdings LLC+LLC units,Common Stock,No Value,No Value,No Value,0,1,0.0,0,
1397,Health Care Providers & Services,"Krueger-Gilbert Health Physics, LLC+Common Stock",Common Stock,No Value,No Value,No Value,177,199,0.0,218,
1398,Health Care Providers & Services,"Midwest Veterinary Partners, LLC+(21)",Preferred Stock,No Value,12.00Non-Cash,No Value,1,1054,0.1,1132,
1399,Health Care Providers & Services,"Midwest Veterinary Partners, LLC+Warrant",Preferred Stock,No Value,No Value,No Value,6,0,0.0,379,
1400,Health Care Providers & Services,"Midwest Veterinary Partners, LLC+Warrant",Preferred Stock,No Value,No Value,No Value,0,29,0.0,40,
1401,Health Care Providers & Services,"MWD Management, LLC & MWD Services, Inc.+LLC interest",Preferred Stock,No Value,No Value,No Value,412,335,0.0,527,
1402,Health Care Providers & Services,"NDX Parent, LLC+Common Stock",Preferred Stock,No Value,No Value,No Value,0,272,0.0,15,
1403,Health Care Providers & Services,"New Look (Delaware) Corporation and NL1 AcquireCo, Inc.+(8)(9)(12)",Common Stock,No Value,No Value,No Value,0,321,0.0,264,
1404,Health Care Providers & Services,"Oliver Street Dermatology Holdings, LLC+LLC interest",Common Stock,No Value,No Value,No Value,452,234,0.0,0,
1405,Health Care Providers & Services,"Pinnacle Treatment Centers, Inc.+LLC interest",Common Stock,No Value,No Value,No Value,0,528,0.0,754,
1406,Health Care Providers & Services,"Pinnacle Treatment Centers, Inc.+LLC interest",Common Stock,No Value,No Value,No Value,4,74,0.0,821,
1407,Health Care Providers & Services,"Radiology Partners, Inc.+LLC units",Common Stock,No Value,No Value,No Value,11,68,0.0,66,
1408,Health Care Providers & Services,"Radiology Partners, Inc.+LLC interest",Common Stock,No Value,No Value,No Value,43,55,0.0,261,
1409,Health Care Providers & Services,"Sage Dental Management, LLC+LLC units",Common Stock,No Value,No Value,No Value,0,249,0.0,278,
1410,Health Care Providers & Services,"Sage Dental Management, LLC+LLC units",Common Stock,No Value,No Value,No Value,3,3,0.0,0,
1411,Health Care Providers & Services,SSH Corporation+Common Stock,Common Stock,No Value,No Value,No Value,0,40,0.0,252,
1412,Health Care Providers & Services,"Suveto Buyer, LLC+Common Stock",Common Stock,No Value,No Value,No Value,6,562,0.0,277,
1413,Health Care Technology,Health Care Technology,Common Stock,,,,,,,,
1414,Health Care Technology,"Connexin Software, Inc.+LLC interest",Common Stock,No Value,No Value,No Value,154,193.0,0.0,213.0,
1415,Health Care Technology,"HSI Halo Acquisition, Inc.+LP Interest",Common Stock,No Value,No Value,No Value,0,292,0.0,408,
1416,Health Care Technology,"HSI Halo Acquisition, Inc.+LP Interest",Common Stock,No Value,No Value,No Value,0,5,0.0,104,
1417,Health Care Technology,"Symplr Software, Inc.+(21)",Preferred Stock,No Value,11.00Non-Cash,No Value,12,12185,0.5,12313,
1418,Health Care Technology,"Symplr Software, Inc.+(21)",Preferred Stock,No Value,10.63Non-Cash,No Value,2,2880,0.2,4132,
1419,Health Care Technology,"Symplr Software, Inc.+(21)",Preferred Stock,No Value,11.00Non-Cash,No Value,2,1477,0.1,1635,
1420,Health Care Technology,"Symplr Software, Inc.+(21)",Preferred Stock,No Value,11.00Non-Cash,No Value,1,910,0.1,955,
1421,Health Care Technology,"Symplr Software, Inc.+LLC units",Preferred Stock,No Value,No Value,No Value,0,161,0.0,119,
1422,Health Care Technology,"Symplr Software, Inc.+Common Stock",Preferred Stock,No Value,No Value,No Value,177,0,0.0,550,
1423,Health Care Technology,"Tebra Technologies, Inc.+Warrant",Preferred Stock,No Value,No Value,No Value,169,871,0.0,749,
1424,Health Care Technology,"Tebra Technologies, Inc.+Warrant",Preferred Stock,No Value,No Value,No Value,53,162,0.0,189,
1425,Health Care Technology,"Tebra Technologies, Inc.+LLC interest",Preferred Stock,No Value,No Value,No Value,348,2824,0.1,2863,
1426,Health Care Technology,"Tebra Technologies, Inc.+Preferred Stock",Preferred Stock,No Value,No Value,No Value,1,8,0.0,11,
1427,"Hotels, Restaurants & Leisure","Hotels, Restaurants & Leisure",Preferred Stock,,,,,,,,
1428,"Hotels, Restaurants & Leisure",Freddy's Frozen Custard LLC+LP Interest,Preferred Stock,No Value,No Value,No Value,206,206,0.0,315,
1429,"Hotels, Restaurants & Leisure",Harri US LLC+LLC units,Preferred Stock,No Value,No Value,No Value,83,658,0.0,658,
1430,"Hotels, Restaurants & Leisure",Harri US LLC+Preferred Stock,Preferred Stock,No Value,No Value,No Value,71,455,0.0,519,
1431,"Hotels, Restaurants & Leisure",Harri US LLC+Warrant,Preferred Stock,No Value,No Value,No Value,21,106,0.0,152,
1432,"Hotels, Restaurants & Leisure","LMP TR Holdings, LLC",LLC units,No Value,No Value,No Value,712,712,0.1,2769,
1433,"Hotels, Restaurants & Leisure","SSRG Holdings, LLC+LP Interest",LLC units,No Value,No Value,No Value,6,61,0.0,83,
1434,"Hotels, Restaurants & Leisure","Tropical Smoothie Cafe Holdings, LLC+LP Interest",LLC units,No Value,No Value,No Value,5,246,0.1,934,
1435,Household Durables,Household Durables,LLC units,,,,,,,,
1436,Household Durables,Groundworks LLC+(21),LLC interest,No Value,No Value,No Value,0,155,0.0,731,
1437,Insurance,Insurance,LLC interest,,,,,,,,
1438,Insurance,Majesco+LP Interest,LLC interest,No Value,No Value,No Value,0,307,0.0,373,
1439,Insurance,Majesco+LP Interest,LLC interest,No Value,No Value,No Value,69,0,0.0,42,
1440,Internet and Catalog Retail,Internet and Catalog Retail,LLC interest,,,,,,,,
1441,Internet and Catalog Retail,"Revalize, Inc.+Preferred Stock",LLC interest,No Value,No Value,No Value,17,17025,0.7,17636,
1442,Internet and Catalog Retail,"Revalize, Inc.+Preferred Stock",LLC interest,No Value,No Value,No Value,10,10219,0.4,10585,
1443,Internet and Catalog Retail,"Revalize, Inc.+Preferred Stock",LLC interest,No Value,No Value,No Value,1,1104,0.0,1101,
1444,Internet and Catalog Retail,"Revalize, Inc.+Preferred Stock",LLC interest,No Value,No Value,No Value,7,7034,0.3,6540,
1445,IT Services,IT Services,LLC interest,,,,,,,,
1446,IT Services,"Appriss Health Intermediate Holdings, Inc+(21)",Preferred Stock,No Value,11.00Non-Cash,No Value,2,2061,0.1,2148,
1447,IT Services,"Arctic Wolf Networks, Inc. and Arctic Wolf Networks Canada, Inc.+Preferred Stock",Preferred Stock,No Value,No Value,No Value,587,462,0.2,4524,
1448,IT Services,"Arctic Wolf Networks, Inc. and Arctic Wolf Networks Canada, Inc.+Preferred Stock",Preferred Stock,No Value,No Value,No Value,154,423,0.1,1186,
1449,IT Services,"Arctic Wolf Networks, Inc. and Arctic Wolf Networks Canada, Inc.+Preferred Stock",Preferred Stock,No Value,No Value,No Value,35,291,0.0,277,
1450,IT Services,"Arctic Wolf Networks, Inc. and Arctic Wolf Networks Canada, Inc.+Warrant",Preferred Stock,No Value,No Value,No Value,202,159,0.1,1432,
1451,IT Services,"Critical Start, Inc.+Common Stock",Preferred Stock,No Value,No Value,No Value,225,225,0.0,244,
1452,IT Services,"Episerver, Inc.+Common Stock",Preferred Stock,No Value,No Value,No Value,75,807,0.0,799,
1453,IT Services,"Kentik Technologies, Inc.+Preferred Stock",Preferred Stock,No Value,No Value,No Value,192,1103,0.0,1143,
1454,IT Services,Netwrix Corporation+LLC units,Preferred Stock,No Value,No Value,No Value,9,18,0.0,18,
1455,IT Services,"PCS Intermediate II Holdings, LLC+LLC interest",Preferred Stock,No Value,No Value,No Value,37,367,0.0,498,
1456,IT Services,"Red Dawn SEI Buyer, Inc.+LP Interest",Preferred Stock,No Value,No Value,No Value,13,13.0,0.0,20.0,
1457,IT Services,Saturn Borrower Inc.+LP units,Preferred Stock,No Value,No Value,No Value,346,346,0.0,164,
1458,Leisure Products,Leisure Products,Preferred Stock,,,,,,,,
1459,Leisure Products,"Massage Envy, LLC+LLC interest",Preferred Stock,No Value,No Value,No Value,749,210,0.1,1733,
1460,Leisure Products,WBZ Investment LLC+LLC interest,Preferred Stock,No Value,No Value,No Value,67,117,0.0,185,
1461,Leisure Products,WBZ Investment LLC+LLC interest,Preferred Stock,No Value,No Value,No Value,46,80,0.0,125,
1462,Leisure Products,WBZ Investment LLC+LLC interest,Preferred Stock,No Value,No Value,No Value,38,65,0.0,103,
1463,Leisure Products,WBZ Investment LLC+LLC interest,Preferred Stock,No Value,No Value,No Value,33,58,0.0,91,
1464,Leisure Products,WBZ Investment LLC+LLC interest,Preferred Stock,No Value,No Value,No Value,15,24,0.0,39,
1465,Leisure Products,WBZ Investment LLC+LLC interest,Preferred Stock,No Value,No Value,No Value,2,2,0.0,4,
1466,Life Sciences Tools & Services,Life Sciences Tools & Services,Preferred Stock,,,,,,,,
1467,Life Sciences Tools & Services,"Celerion Buyer, Inc.+LP units",Preferred Stock,No Value,No Value,No Value,930,930,0.1,930,
1468,Life Sciences Tools & Services,"Celerion Buyer, Inc.+LP units",Preferred Stock,No Value,No Value,No Value,930,0,0.0,0,
1469,Life Sciences Tools & Services,PAS Parent Inc.+LP Interest,Preferred Stock,No Value,No Value,No Value,9,933,0.0,814,
1470,Life Sciences Tools & Services,Reaction Biology Corporation+LLC units,Preferred Stock,No Value,No Value,No Value,0,265,0.0,321,
1471,"Oil, Gas and Consumable Fuels","Oil, Gas and Consumable Fuels",Preferred Stock,,,,,,,,
1472,"Oil, Gas and Consumable Fuels",W3 Co.+LLC interest,Preferred Stock,No Value,No Value,No Value,3,1632,0.1,1147,
1473,"Oil, Gas and Consumable Fuels",W3 Co.+Preferred Stock,Preferred Stock,No Value,No Value,No Value,0,223,0.0,196,
1474,Paper and Forest Products,Paper and Forest Products,Preferred Stock,,,,,,,,
1475,Paper and Forest Products,"Messenger, LLC+LLC units",Preferred Stock,No Value,No Value,No Value,3,312,0.0,238,
1476,Paper and Forest Products,"Messenger, LLC+LLC units",Preferred Stock,No Value,No Value,No Value,0,0,0.0,0,
1477,Pharmaceuticals,Pharmaceuticals,Preferred Stock,,,,,,,,
1478,Pharmaceuticals,"Amalthea Parent, Inc.+(8)(12)",LP Interest,No Value,No Value,No Value,502,502,0.0,869,
1479,Pharmaceuticals,"Cobalt Buyer Sub, Inc.+(21)",Preferred Stock,No Value,10.00Non-Cash,No Value,8,7982,0.4,9143,
1480,Pharmaceuticals,"Cobalt Buyer Sub, Inc.+Preferred Stock",Preferred Stock,No Value,No Value,No Value,0,168,0.0,163,
1481,Pharmaceuticals,"Cobalt Buyer Sub, Inc.+Common Stock",Preferred Stock,No Value,No Value,No Value,2,2,0.0,0,
1482,Professional Services,Professional Services,Preferred Stock,,,,,,,,
1483,Professional Services,"Brandmuscle, Inc.+LLC interest",Preferred Stock,No Value,No Value,No Value,0,216.0,0.0,141.0,
1484,Professional Services,"Enboarder, Inc.+(8)(11)",Preferred Stock,No Value,No Value,No Value,56,573,0.0,601,
1485,Professional Services,"Filevine, Inc.+Preferred Stock",Preferred Stock,No Value,No Value,No Value,221,1401,0.1,1456,
1486,Professional Services,"Filevine, Inc.+Warrant",Preferred Stock,No Value,No Value,No Value,33,49,0.0,150,
1487,Professional Services,Net Health Acquisition Corp.+LP Interest,Preferred Stock,No Value,No Value,No Value,13,1509,0.1,1584,
1488,Professional Services,"Procure Acquireco, Inc.+LP Interest",Preferred Stock,No Value,No Value,No Value,0,486,0.0,538,
1489,Real Estate Management & Development,Real Estate Management & Development,Preferred Stock,,,,,,,,
1490,Real Estate Management & Development,Inhabit IQ Inc.+Common Stock,Preferred Stock,No Value,No Value,No Value,62,434,0.0,693,
1491,Real Estate Management & Development,"SC Landco Parent, LLC+(8)",Common Stock,No Value,No Value,No Value,2,274,0.0,254,
1492,Road & Rail,Road & Rail,Common Stock,,,,,,,,
1493,Road & Rail,Internet Truckstop Group LLC+LP Interest,Common Stock,No Value,No Value,No Value,408,447,0.0,520,
1494,Software,Software,Common Stock,,,,,,,,
1495,Software,"Accela, Inc.+LLC interest",Common Stock,No Value,No Value,No Value,670,418,0.0,310,
1496,Software,"Anaplan, Inc.+LP Interest",Common Stock,No Value,No Value,No Value,385,385,0.0,385,
1497,Software,Aras Corporation+(21),Preferred Stock,No Value,12.00Non-Cash,No Value,1,1015,0.1,1166,
1498,Software,Aras Corporation+LP Interest,Preferred Stock,No Value,No Value,No Value,306,306,0,249.0,
1499,Software,"Astute Holdings, Inc.+LP Interest",Preferred Stock,No Value,No Value,No Value,0,304,0,622.0,
1500,Software,Auvik Networks Inc.+(8)(12),Preferred Stock,No Value,No Value,No Value,26,256,0,270.0,
1501,Software,"Bayshore Intermediate #2, L.P.+Common Stock",Preferred Stock,No Value,No Value,No Value,4095,4095,0.1,3345.0,
1502,Software,"Calabrio, Inc.+LP Interest",Preferred Stock,No Value,No Value,No Value,1,769,0,782.0,
1503,Software,"Calabrio, Inc.+LP Interest",Preferred Stock,No Value,No Value,No Value,96,0,0,0.0,
1504,Software,"Cloudbees, Inc.+Preferred Stock",Preferred Stock,No Value,No Value,No Value,149,1663,0.1,1853.0,
1505,Software,"Cloudbees, Inc.+Warrant",Preferred Stock,No Value,No Value,No Value,131,247,0.2,1296.0,
1506,Software,"Cloudbees, Inc.+Preferred Stock",Preferred Stock,No Value,No Value,No Value,71,466,0,849.0,
1507,Software,Cynet Security Ltd.+(8)(15),Preferred Stock,No Value,No Value,No Value,143,508,0,529.0,
1508,Software,Diligent Corporation+(21),Preferred Stock,No Value,10.50Non-Cash,No Value,17,17122,0.7,18263.0,
1509,Software,Diligent Corporation+Preferred Stock,Preferred Stock,No Value,No Value,No Value,415,912,0.1,2199.0,
1510,Software,"FirstUp, Inc.+Common Stock",Preferred Stock,No Value,No Value,No Value,221,541,0,330.0,
1511,Software,"GS Acquisitionco, Inc.+(21)",Preferred Stock,No Value,11.00Non-Cash,No Value,26,26138,1.0,24937.0,
1512,Software,"GS Acquisitionco, Inc.+(21)",Preferred Stock,No Value,11.00Non-Cash,No Value,2,1578,0.1,1459.0,
1513,Software,"GS Acquisitionco, Inc.+LP Interest",Preferred Stock,No Value,No Value,No Value,1,170,0.1,1023.0,
1514,Software,"GTY Technology Holdings, Inc.+LP units",Preferred Stock,No Value,No Value,No Value,46,46,0,49.0,
1515,Software,"Impartner, Inc.+Preferred Stock",Preferred Stock,No Value,No Value,No Value,28,226,0,215.0,
1516,Software,Kaseya Inc.+(21),Preferred Stock,No Value,11.75Non-Cash,No Value,2,1709,0.1,1754.0,
1517,Software,Kaseya Inc.+LP Interest,Preferred Stock,No Value,No Value,No Value,100,100,0,106.0,
1518,Software,"MetricStream, Inc.+Warrant",Preferred Stock,No Value,No Value,No Value,168,263,0,157.0,
1519,Software,Ministry Brands Holdings LLC+LP Interest,Preferred Stock,No Value,No Value,No Value,438,439,0,251.0,
1520,Software,"mParticle, Inc.+Preferred Stock",Preferred Stock,No Value,No Value,No Value,162,1060,0,987.0,
1521,Software,"mParticle, Inc.+Warrant",Preferred Stock,No Value,No Value,No Value,75,16,0,373.0,
