,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
<<<<<<< HEAD
699,,"Integrity Marketing Acquisition, LLC",Senior loan,,L + 5.75,(c)(d),,6.86,,08/2025,,791,,,787,,,0,,,791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,,"Integrity Marketing Acquisition, LLC",Senior loan,,L + 5.75,(c),,6.75,,08/2025,,479,,,476,,,0,,,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,,"Integrity Marketing Acquisition, LLC",Senior loan,,L + 5.75,(c)(d),,6.75,,08/2025,,65,,,63,,,0,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,,"Integrity Marketing Acquisition, LLC",Senior loan,,L + 5.75,,,N/A  (6),,08/2025,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,,"J.S. Held Holdings, LLC  #+~",One stop,,L + 6.00,(c)(f),,7.04,,07/2025,,4698,,,4687,,,0.2,,,4698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,,"J.S. Held Holdings, LLC",One stop,,L + 6.00,(c),,7.00,,07/2025,,72,,,66,,,0,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,"J.S. Held Holdings, LLC  (5)",One stop,,L + 6.00,,,N/A  (6),,07/2025,,0,,,(17),,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,,"Orchid Underwriters Agency, LLC  +~",Senior loan,,L + 4.50,(c),,5.57,,12/2024,,4156,,,4210,,,0.2,,,4073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,,"Orchid Underwriters Agency, LLC",Senior loan,,L + 4.50,,,N/A  (6),,12/2024,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,,"Orchid Underwriters Agency, LLC  (5)",Senior loan,,L + 4.75,,,N/A  (6),,12/2024,,0,,,(1),,,0,,,(19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,,"RSC Acquisition, Inc.  +~",One stop,,L + 5.50,(c),,6.80,,10/2026,,25796,,,25287,,,1.1,,,25796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,,"RSC Acquisition, Inc.",One stop,,L + 5.50,(c),,6.50,,10/2026,,25,,,17,,,0,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,,"RSC Acquisition, Inc.  (5)",One stop,,L + 5.50,,,N/A  (6),,10/2026,,0,,,(2),,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=======
699,,"Integrity Marketing Acquisition, LLC",Senior loan,,L + 5.75,(c)(d),,6.86,,08/2025,,791,,,787,,,-,,,791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,,"Integrity Marketing Acquisition, LLC",Senior loan,,L + 5.75,(c),,6.75,,08/2025,,479,,,476,,,-,,,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,,"Integrity Marketing Acquisition, LLC",Senior loan,,L + 5.75,(c)(d),,6.75,,08/2025,,65,,,63,,,-,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,,"Integrity Marketing Acquisition, LLC",Senior loan,,L + 5.75,,,N/A  (6),,08/2025,,-,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,,"J.S. Held Holdings, LLC  #+~",One stop,,L + 6.00,(c)(f),,7.04,,07/2025,,4698,,,4687,,,0.2,,,4698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,,"J.S. Held Holdings, LLC",One stop,,L + 6.00,(c),,7.00,,07/2025,,72,,,66,,,-,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,"J.S. Held Holdings, LLC  (5)",One stop,,L + 6.00,,,N/A  (6),,07/2025,,-,,,(17),,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,,"Orchid Underwriters Agency, LLC  +~",Senior loan,,L + 4.50,(c),,5.57,,12/2024,,4156,,,4210,,,0.2,,,4073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,,"Orchid Underwriters Agency, LLC",Senior loan,,L + 4.50,,,N/A  (6),,12/2024,,-,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,,"Orchid Underwriters Agency, LLC  (5)",Senior loan,,L + 4.75,,,N/A  (6),,12/2024,,-,,,(1),,,-,,,(19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,,"RSC Acquisition, Inc.  +~",One stop,,L + 5.50,(c),,6.80,,10/2026,,25796,,,25287,,,1.1,,,25796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,,"RSC Acquisition, Inc.",One stop,,L + 5.50,(c),,6.50,,10/2026,,25,,,17,,,-,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,,"RSC Acquisition, Inc.  (5)",One stop,,L + 5.50,,,N/A  (6),,10/2026,,-,,,(2),,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>>>>>>> GSBD
712,,,,,,,,,,,,98161,,,97755,,,4.2,,,98059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,,,Investment  Type,,Spread  Above  Index  (1),,,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,,"Leisure, Amusement, Motion Pictures, Entertainment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,,"CR Fitness Holdings, LLC  +~",Senior loan,,L + 4.25,(c),,5.25,,07/2025,,,2004,,,,2016,,,0.1,,,,1843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<<<<<<< HEAD
716,,"CR Fitness Holdings, LLC",Senior loan,,L + 4.25,(a),,5.25,,07/2025,,269,,,263,,,0,,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,,"CR Fitness Holdings, LLC",Senior loan,,L + 4.25,(a)(c),,5.25,,07/2025,,74,,,74,,,0,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,,"EOS Fitness Opco Holdings, LLC  *#",One stop,,L + 4.75,(c),,5.75,,01/2025,,8697,,,8817,,,0.4,,,8001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,,"EOS Fitness Opco Holdings, LLC",One stop,,L + 4.75,(c),,5.75,,01/2025,,916,,,927,,,0,,,842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,,"EOS Fitness Opco Holdings, LLC",One stop,,L + 4.75,(c),,5.75,,01/2025,,120,,,120,,,0,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,,"PADI Holdco, Inc.  *#",One stop,,L + 5.75,(c),,6.75,,04/2024,,21852,,,22069,,,0.8,,,18574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,,"PADI Holdco, Inc.  +~(8)(9)",One stop,,E + 5.75,(g),,5.75,,04/2024,,20728,,,21048,,,0.7,,,17001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,,"PADI Holdco, Inc.  ~",One stop,,L + 5.75,(c),,6.50,,04/2024,,801,,,794,,,0,,,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,,"PADI Holdco, Inc.",One stop,,L + 5.75,(a),,6.75,,04/2023,,298,,,299,,,0,,,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,,"PADI Holdco, Inc.",One stop,,L + 5.75,(c),,6.75,,04/2024,,166,,,164,,,0,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,,Planet Fit Indy 10 LLC  +,One stop,,L + 5.25,(c),,6.25,,07/2025,,17429,,,17331,,,0.7,,,16209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,,Planet Fit Indy 10 LLC  #,One stop,,L + 5.25,(c),,6.25,,07/2025,,2325,,,2377,,,0.1,,,2162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,,Planet Fit Indy 10 LLC  #,One stop,,L + 5.25,(c),,6.25,,07/2025,,1263,,,1256,,,0.1,,,1174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,,Planet Fit Indy 10 LLC,One stop,,L + 5.25,(c),,6.25,,07/2025,,200,,,200,,,0,,,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=======
716,,"CR Fitness Holdings, LLC",Senior loan,,L + 4.25,(a),,5.25,,07/2025,,269,,,263,,,-,,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,,"CR Fitness Holdings, LLC",Senior loan,,L + 4.25,(a)(c),,5.25,,07/2025,,74,,,74,,,-,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,,"EOS Fitness Opco Holdings, LLC  *#",One stop,,L + 4.75,(c),,5.75,,01/2025,,8697,,,8817,,,0.4,,,8001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,,"EOS Fitness Opco Holdings, LLC",One stop,,L + 4.75,(c),,5.75,,01/2025,,916,,,927,,,-,,,842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,,"EOS Fitness Opco Holdings, LLC",One stop,,L + 4.75,(c),,5.75,,01/2025,,120,,,120,,,-,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,,"PADI Holdco, Inc.  *#",One stop,,L + 5.75,(c),,6.75,,04/2024,,21852,,,22069,,,0.8,,,18574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,,"PADI Holdco, Inc.  +~(8)(9)",One stop,,E + 5.75,(g),,5.75,,04/2024,,20728,,,21048,,,0.7,,,17001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,,"PADI Holdco, Inc.  ~",One stop,,L + 5.75,(c),,6.50,,04/2024,,801,,,794,,,-,,,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,,"PADI Holdco, Inc.",One stop,,L + 5.75,(a),,6.75,,04/2023,,298,,,299,,,-,,,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,,"PADI Holdco, Inc.",One stop,,L + 5.75,(c),,6.75,,04/2024,,166,,,164,,,-,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,,Planet Fit Indy 10 LLC  +,One stop,,L + 5.25,(c),,6.25,,07/2025,,17429,,,17331,,,0.7,,,16209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,,Planet Fit Indy 10 LLC  #,One stop,,L + 5.25,(c),,6.25,,07/2025,,2325,,,2377,,,0.1,,,2162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,,Planet Fit Indy 10 LLC  #,One stop,,L + 5.25,(c),,6.25,,07/2025,,1263,,,1256,,,0.1,,,1174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,,Planet Fit Indy 10 LLC,One stop,,L + 5.25,(c),,6.25,,07/2025,,200,,,200,,,-,,,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>>>>>>> GSBD
730,,"Self Esteem Brands, LLC  ^*#",Senior loan,,L + 4.25,(d),,5.32,,02/2022,,45841,,,46257,,,1.9,,,43549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,,"Self Esteem Brands, LLC",Senior loan,,P + 3.25,(f),,6.50,,02/2022,,2338,,,2334,,,0.1,,,2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,,"Sunshine Sub, LLC  #~",One stop,,L + 4.75,(c),,5.75,,05/2024,,12958,,,13064,,,0.5,,,11921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,,"Sunshine Sub, LLC  #",One stop,,L + 4.75,(c),,5.75,,05/2024,,5669,,,5865,,,0.2,,,5215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<<<<<<< HEAD
734,,"Sunshine Sub, LLC",One stop,,L + 4.75,(c),,5.75,,05/2024,,20,,,19,,,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,,"Teaching Company, The  *#",One stop,,L + 4.75,(c)(d),,5.75,,07/2023,,17878,,,18071,,,0.7,,,17342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,,"Teaching Company, The",One stop,,L + 4.75,(c)(d),,5.77,,07/2023,,90,,,90,,,0,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,,"Titan Fitness, LLC  *#+",One stop,,L + 4.75,(b)(c),,5.75,,02/2025,,30394,,,30860,,,1.2,,,27962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,,"Titan Fitness, LLC",One stop,,L + 4.75,(c),,6.19,,02/2025,,1899,,,1897,,,0.1,,,1747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,,"Titan Fitness, LLC",One stop,,L + 4.75,(c),,6.00,,02/2025,,474,,,472,,,0,,,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,,WBZ Investment LLC  #,One stop,,L + 5.50,(c),,6.54,,09/2024,,8461,,,8523,,,0.3,,,7784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,,WBZ Investment LLC,One stop,,L + 5.50,(c),,6.54,,09/2024,,1212,,,1203,,,0.1,,,1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,,WBZ Investment LLC,One stop,,L + 5.50,(c),,6.50,,09/2024,,842,,,873,,,0,,,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,,WBZ Investment LLC,One stop,,L + 5.50,(c),,6.50,,09/2024,,431,,,446,,,0,,,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,,WBZ Investment LLC,One stop,,L + 5.50,(c),,6.50,,09/2024,,80,,,80,,,0,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=======
734,,"Sunshine Sub, LLC",One stop,,L + 4.75,(c),,5.75,,05/2024,,20,,,19,,,-,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,,"Teaching Company, The  *#",One stop,,L + 4.75,(c)(d),,5.75,,07/2023,,17878,,,18071,,,0.7,,,17342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,,"Teaching Company, The",One stop,,L + 4.75,(c)(d),,5.77,,07/2023,,90,,,90,,,-,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,,"Titan Fitness, LLC  *#+",One stop,,L + 4.75,(b)(c),,5.75,,02/2025,,30394,,,30860,,,1.2,,,27962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,,"Titan Fitness, LLC",One stop,,L + 4.75,(c),,6.19,,02/2025,,1899,,,1897,,,0.1,,,1747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,,"Titan Fitness, LLC",One stop,,L + 4.75,(c),,6.00,,02/2025,,474,,,472,,,-,,,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,,WBZ Investment LLC  #,One stop,,L + 5.50,(c),,6.54,,09/2024,,8461,,,8523,,,0.3,,,7784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,,WBZ Investment LLC,One stop,,L + 5.50,(c),,6.54,,09/2024,,1212,,,1203,,,0.1,,,1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,,WBZ Investment LLC,One stop,,L + 5.50,(c),,6.50,,09/2024,,842,,,873,,,-,,,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,,WBZ Investment LLC,One stop,,L + 5.50,(c),,6.50,,09/2024,,431,,,446,,,-,,,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,,WBZ Investment LLC,One stop,,L + 5.50,(c),,6.50,,09/2024,,80,,,80,,,-,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>>>>>>> GSBD
745,,,,,,,,,,,,205729,,,207809,,,8.0,,,188070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,,Oil and Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,,"Drilling Info Holdings, Inc.  *#+~",Senior loan,,L + 4.25,(a),,4.43,,07/2025,,36671,,,37181,,,1.5,,,34804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,,"Drilling Info Holdings, Inc.~",Senior loan,,L + 4.50,(a),,4.68,,07/2025,,17385,,,16936,,,0.7,,,16690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<<<<<<< HEAD
749,,"Drilling Info Holdings, Inc.  (5)",Senior loan,,L + 4.25,,,N/A  (6),,07/2023,,0,,,(2),,,0,,,(10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,,"Drilling Info Holdings, Inc.  (5)",Senior loan,,L + 4.25,,,N/A  (6),,07/2025,,0,,,(6),,,0,,,(52),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,,"Drilling Info Holdings, Inc.  (5)",Senior loan,,L + 4.50,,,N/A  (6),,07/2023,,0,,,(3),,,0,,,(4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=======
749,,"Drilling Info Holdings, Inc.  (5)",Senior loan,,L + 4.25,,,N/A  (6),,07/2023,,-,,,(2),,,-,,,(10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,,"Drilling Info Holdings, Inc.  (5)",Senior loan,,L + 4.25,,,N/A  (6),,07/2025,,-,,,(6),,,-,,,(52),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,,"Drilling Info Holdings, Inc.  (5)",Senior loan,,L + 4.50,,,N/A  (6),,07/2023,,-,,,(3),,,-,,,(4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>>>>>>> GSBD
752,,,,,,,,,,,,54056,,,54106,,,2.2,,,51428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,,Personal and Non Durable Consumer Products (Mfg. Only),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,,"Georgica Pine Clothiers, LLC  #",One stop,,L + 5.50,(c)(d),,6.57,,11/2023,,10400,,,10518,,,0.4,,,9568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,,"Georgica Pine Clothiers, LLC  *#",One stop,,L + 5.50,(c)(d),,6.59,,11/2023,,6520,,,6599,,,0.3,,,5999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<<<<<<< HEAD
756,,"Georgica Pine Clothiers, LLC  +",One stop,,L + 5.50,(c)(d),,6.57,,11/2023,,1009,,,1000,,,0,,,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,,,Investment  Type,,Spread  Above  Index  (1),,,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,,Personal and Non Durable Consumer Products (Mfg. Only) - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,,"Georgica Pine Clothiers, LLC  ^#",One stop,,L + 5.50,(c)(d),,6.57,,11/2023,,,908,,,,920,,,0,,,,835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,,"Georgica Pine Clothiers, LLC  *#",One stop,,L + 5.50,(c)(d),,6.57,,11/2023,,636,,,646,,,0,,,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,,"Georgica Pine Clothiers, LLC",One stop,,L + 5.50,(d),,6.55,,11/2023,,236,,,236,,,0,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,,"IMPLUS Footwear, LLC  +~",One stop,,L + 7.75,(c),,3.50 cash/5.25 PIK,,04/2024,,30639,,,31067,,,1.2,,,27574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,,"IMPLUS Footwear, LLC  +~",One stop,,L + 7.75,(c),,3.50 cash/5.25 PIK,,04/2024,,5232,,,5306,,,0.2,,,4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,,"IMPLUS Footwear, LLC  *",One stop,,L + 7.75,(c),,3.50 cash/5.25 PIK,,04/2024,,754,,,779,,,0,,,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,,"Orthotics Holdings, Inc.  *#",One stop,,L + 6.00,(e),,7.00,,07/2020,,11676,,,11676,,,0.5,,,10742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,,"Orthotics Holdings, Inc.  *#(8)(9)",One stop,,L + 6.00,(e),,7.00,,07/2020,,1914,,,1914,,,0.1,,,1761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,,"Orthotics Holdings, Inc.",One stop,,L + 6.00,,,N/A  (6),,07/2020,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,,"WU Holdco, Inc.  #+~",One stop,,L + 5.50,(c),,6.50,,03/2026,,3436,,,3516,,,0.2,,,3436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,,"WU Holdco, Inc.",One stop,,L + 5.50,(c),,6.50,,03/2026,,392,,,393,,,0,,,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,,"WU Holdco, Inc.",One stop,,L + 5.50,(c),,5.80,,03/2025,,40,,,40,,,0,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=======
756,,"Georgica Pine Clothiers, LLC  +",One stop,,L + 5.50,(c)(d),,6.57,,11/2023,,1009,,,1000,,,-,,,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,,,Investment  Type,,Spread  Above  Index  (1),,,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,,Personal and Non Durable Consumer Products (Mfg. Only) - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,,"Georgica Pine Clothiers, LLC  ^#",One stop,,L + 5.50,(c)(d),,6.57,,11/2023,,,908,,,,920,,,-,,,,835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,,"Georgica Pine Clothiers, LLC  *#",One stop,,L + 5.50,(c)(d),,6.57,,11/2023,,636,,,646,,,-,,,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,,"Georgica Pine Clothiers, LLC",One stop,,L + 5.50,(d),,6.55,,11/2023,,236,,,236,,,-,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,,"IMPLUS Footwear, LLC  +~",One stop,,L + 7.75,(c),,3.50 cash/5.25 PIK,,04/2024,,30639,,,31067,,,1.2,,,27574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,,"IMPLUS Footwear, LLC  +~",One stop,,L + 7.75,(c),,3.50 cash/5.25 PIK,,04/2024,,5232,,,5306,,,0.2,,,4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,,"IMPLUS Footwear, LLC  *",One stop,,L + 7.75,(c),,3.50 cash/5.25 PIK,,04/2024,,754,,,779,,,-,,,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,,"Orthotics Holdings, Inc.  *#",One stop,,L + 6.00,(e),,7.00,,07/2020,,11676,,,11676,,,0.5,,,10742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,,"Orthotics Holdings, Inc.  *#(8)(9)",One stop,,L + 6.00,(e),,7.00,,07/2020,,1914,,,1914,,,0.1,,,1761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,,"Orthotics Holdings, Inc.",One stop,,L + 6.00,,,N/A  (6),,07/2020,,-,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,,"WU Holdco, Inc.  #+~",One stop,,L + 5.50,(c),,6.50,,03/2026,,3436,,,3516,,,0.2,,,3436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,,"WU Holdco, Inc.",One stop,,L + 5.50,(c),,6.50,,03/2026,,392,,,393,,,-,,,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,,"WU Holdco, Inc.",One stop,,L + 5.50,(c),,5.80,,03/2025,,40,,,40,,,-,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>>>>>>> GSBD
771,,,,,,,,,,,,73792,,,74610,,,2.9,,,67455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,,"Personal, Food and Miscellaneous Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,,"Blue River Pet Care, LLC  #+",One stop,,L + 5.00,(d),,6.07,,07/2026,,27761,,,27815,,,1.2,,,27206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,,"Blue River Pet Care, LLC",One stop,,L + 5.00,(a),,5.18,,07/2026,,1268,,,1174,,,0.1,,,1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<<<<<<< HEAD
775,,"Blue River Pet Care, LLC",One stop,,L + 5.00,(a)(d),,5.85,,08/2025,,275,,,271,,,0,,,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,,"Captain D's, LLC  ^#",Senior loan,,L + 4.50,(c)(d),,5.50,,12/2023,,14257,,,14303,,,0.6,,,13971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,,"Captain D's, LLC",Senior loan,,L + 4.50,(a)(c),,5.25,,12/2023,,120,,,121,,,0,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,,Encorevet Group LLC,Senior loan,,L + 5.00,(c),,6.00,,11/2024,,250,,,248,,,0,,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,,Encorevet Group LLC,Senior loan,,L + 5.00,(c),,6.00,,11/2024,,112,,,112,,,0,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,,Encorevet Group LLC,Senior loan,,L + 5.00,(c),,6.00,,11/2024,,58,,,57,,,0,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,,Encorevet Group LLC,Senior loan,,L + 5.00,(c),,6.00,,11/2024,,10,,,10,,,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,,Encorevet Group LLC  (5),Senior loan,,L + 5.00,,,N/A  (6),,11/2024,,0,,,0,,,0,,,(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,,Encorevet Group LLC  (5),Senior loan,,L + 5.00,,,N/A  (6),,11/2024,,0,,,(1),,,0,,,(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=======
